State,County,_Census_Population,Population_Estimate_,FIPS,FIPS,PCT_LACCESS_POP,PCT_LACCESS_LOWI,PCT_LACCESS_HHNV,PCT_LACCESS_SNAP,GROCPTH,SUPERCPTH,CONVSPTH,SNAPSPTH,WICSPTH,FFRPTH,FSRPTH,PC_FFRSALES,PC_FSRSALES,REDEMP_SNAPS,PCT_SNAP,PC_SNAPBEN,SNAP_PART_RATE,PC_WIC_REDEMP,REDEMP_WICS,PCT_WIC,PCT_WICINFANTCHILD,FOOD_BANKS,FOODINSEC__,VLFOODSEC__,FMRKTPTH,FOODHUB,PCT_DIABETES_ADULTS,PCT_OBESE_ADULTS,PCT_HSPA,RECFACPTH,MEDHHINC,POVRATE,PERPOV,CHILDPOVRATE,PERCHLDPOV,METRO
 Alabama,Chilton County,43643.0,43819.375,1021.0,1021.0,3.352859566776745,1.5745676329741127,3.4452103721949086,0.69727747526534,0.1371520905,0.022852499999999998,0.7541325640000001,1.0156646517864634,0.14845871925353998,0.4913102525,0.5027179639999999,662.1570436787921,498.3312471555273,213576.59779679147,17.70426625124776,24.282682418823217,85.459,19.42088508605957,130671.26953125,2.7456259463741377,33.19604360068627,0.0,16.55,7.15,0.0,,11.75,34.65,,0.045704999999999996,42767.0,20.2,0.0,28.1,0.0,1.0
 Alabama,Choctaw County,13859.0,13242.375,1023.0,1023.0,19.175802970573454,9.459243737249766,6.850834456040607,6.138276316547528,0.2251799065,0.0,1.162645325,1.1558797052090497,0.225188709795475,0.450359813,0.48867398900000003,662.1570436787921,498.3312471555273,195033.80080040108,17.70426625124776,29.91465187072754,85.459,,100890.4609375,2.7456259463741377,33.19604360068627,0.0,16.55,7.15,0.07626235112547869,,16.4,34.65,,0.0,35089.0,24.4,1.0,33.5,1.0,0.0
 Alabama,Clarke County,25833.0,24724.0,1025.0,1025.0,20.85237354320656,11.193612482994,8.202223450210099,4.148988028320993,0.22092824849999998,0.080157747,0.5796603325,1.5490684152454846,0.3597277104854584,0.9824268439999999,0.521025355,662.1570436787921,498.3312471555273,375820.9377618219,17.70426625124776,30.14086627960205,85.459,31.72694683074951,89261.97265625,2.7456259463741377,33.19604360068627,0.0,16.55,7.15,0.08161176741123195,,15.2,34.65,,0.080157747,37317.0,22.2,1.0,30.9,1.0,0.0
 Alabama,Clay County,13932.0,13426.25,1027.0,1027.0,4.972411060304049,2.127914107981198,3.344444188888069,0.7238262466098201,0.2214418615,0.0,0.4063553765,0.7960602864443871,0.2215998545289039,0.295255815,0.517454938,662.1570436787921,498.3312471555273,149000.58011010522,17.70426625124776,16.097246170043945,85.459,,94231.375,2.7456259463741377,33.19604360068627,0.0,16.55,7.15,0.14993415772914886,,13.899999999999999,34.65,,0.0,38908.0,18.4,0.0,27.3,0.0,0.0
 Alabama,Cleburne County,14972.0,14935.125,1029.0,1029.0,3.1271661725888253,1.3043256621801977,3.548391805310813,0.6712892316282975,0.16771824600000002,0.0,0.7048625310000001,0.9701256609447134,0.30212345719337463,0.4360426675,0.16771824600000002,662.1570436787921,498.3312471555273,149752.3106671233,17.70426625124776,20.8560733795166,85.459,17.448274612426758,57343.724609375,2.7456259463741377,33.19604360068627,0.0,16.55,7.15,0.06674899905920026,,11.8,34.65,,0.0,42136.0,18.9,0.0,27.7,0.0,0.0
 Alabama,Coffee County,49948.0,51085.75,1031.0,1031.0,21.904186736658428,6.703307398578562,3.5956597178064813,1.997805117822817,0.1179064195,0.01967635,0.5309577974999999,0.7770922895643542,0.1279153935611248,0.7473974335,0.510826777,662.1570436787921,498.3312471555273,291592.2935369792,17.70426625124776,16.598408699035645,85.459,22.45049476623535,176704.484375,2.7456259463741377,33.19604360068627,0.0,16.55,7.15,0.02913089096546165,,14.0,34.65,,0.0687913845,46858.0,16.2,0.0,23.7,0.0,0.0
 Alabama,Colbert County,54428.0,54514.5,1033.0,1033.0,18.93806263057814,5.820760137643226,2.6671090038317438,3.6827821822294777,0.165314135,0.01837215,0.863419717,1.0899568194325697,0.16528661549091334,0.9278793395,0.6155533185,662.1570436787921,498.3312471555273,214885.8690960211,17.70426625124776,19.114941120147705,85.459,20.919307708740234,126584.390625,2.7456259463741377,33.19604360068627,0.0,16.55,7.15,0.045767119154334,,16.1,34.65,,0.0918605945,41171.0,18.1,0.0,26.9,0.0,1.0
 Alabama,Conecuh County,13228.0,12714.875,1035.0,1035.0,27.53303980484703,14.006435651901345,6.205551192891297,7.609672179518561,0.229532705,0.0,1.2817711945,1.5111886229099998,0.15579711645841593,0.39341279100000004,0.30943682,662.1570436787921,498.3312471555273,165281.8611474841,17.70426625124776,35.24942398071289,85.459,,134353.75390625,2.7456259463741377,33.19604360068627,0.0,16.55,7.15,0.0794532299041748,,15.95,34.65,,0.0,29981.0,28.3,1.0,41.0,1.0,0.0
 Alabama,Coosa County,11539.0,11045.5,1037.0,1037.0,24.552270872581637,8.324643903992104,4.686291781136785,3.0728887420509805,0.046257748,0.0,0.8489891885,0.5534376784875944,0.0897125750780105,0.046257748,0.046257748,662.1570436787921,498.3312471555273,162893.1577142857,17.70426625124776,21.08626937866211,85.459,,59942.224609375,2.7456259463741377,33.19604360068627,0.0,16.55,7.15,0.0,,15.25,34.65,,0.0,36078.0,20.3,0.0,32.2,0.0,0.0
 Alabama,Covington County,37765.0,37548.5,1039.0,1039.0,9.404558713196637,3.7085400920252347,3.784644205968814,1.4271134851647225,0.19861204,0.026526,0.88873203,1.3712509777895088,0.2251411452889442,0.6635939885,0.503994023,662.1570436787921,498.3312471555273,257392.99454687684,17.70426625124776,25.29277515411377,85.459,21.20919704437256,95985.78125,2.7456259463741377,33.19604360068627,0.0,16.55,7.15,0.0534838885068893,,13.899999999999999,34.65,,0.079799961,36355.0,22.3,0.0,34.1,1.0,0.0
 Alabama,Crenshaw County,13906.0,13874.625,1041.0,1041.0,38.33903669987653,16.437216967383254,5.5166395078613855,7.827321755726486,0.35967086550000005,0.0,0.6474122145,1.4338727458698823,0.2876121997833252,0.43153053500000005,0.5395062985000001,662.1570436787921,498.3312471555273,153060.0036476813,17.70426625124776,25.9985990524292,85.459,25.77839469909668,80092.6171875,2.7456259463741377,33.19604360068627,0.0,16.55,7.15,0.07225964218378066,,14.55,34.65,,0.0,36759.0,19.9,0.0,29.6,1.0,0.0
 Alabama,Cullman County,80406.0,81615.875,1043.0,1043.0,7.583798448092549,3.1314902742692836,3.195256651468039,1.1118573448773978,0.17194037,0.01836545,0.6763357795,0.9293318980317137,0.1411731913685798,0.705982611,0.534763962,662.1570436787921,498.3312471555273,199118.95582205447,17.70426625124776,15.934454441070557,85.459,20.127392768859863,143168.40625,2.7456259463741377,33.19604360068627,0.0,16.55,7.15,0.012188894674181851,,13.15,34.65,,0.042949,39290.0,19.4,0.0,24.7,0.0,0.0
 Alabama,Dale County,50251.0,49555.625,1045.0,1045.0,27.744651809496332,10.421601449929444,2.875741746314954,3.418145695350062,0.1407700935,0.02013545,0.6537790635,0.8840180047344882,0.14067189022898668,0.6748054085,0.5735935464999999,662.1570436787921,498.3312471555273,268161.1729240008,17.70426625124776,25.401683807373047,85.459,16.754380702972412,120189.109375,2.7456259463741377,33.19604360068627,0.0,16.55,7.15,0.04051812365651125,,13.8,34.65,,0.0502496,45294.0,18.5,0.0,29.0,0.0,0.0
 Alabama,Dallas County,43820.0,41022.625,1047.0,1047.0,17.601157091609622,11.559862680974291,6.023399052024823,6.595094049249297,0.1922706295,0.02403385,0.8652178340000001,1.2051282265604075,0.22692051529884333,0.543050268,0.357760485,662.1570436787921,498.3312471555273,511553.93238146196,17.70426625124776,49.61735534667969,85.459,37.72259330749512,166559.6015625,2.7456259463741377,33.19604360068627,1.0,16.55,7.15,0.02496100496500725,,17.3,34.65,,0.0365086,29682.0,34.6,1.0,50.1,1.0,0.0
 Alabama,DeKalb County,71109.0,71150.125,1049.0,1049.0,3.76865468839694,2.210652726407635,3.445928467540517,0.6905524150280568,0.210438101,0.0140283,0.673385746,1.1616190970493334,0.15443738549947736,0.554124907,0.455913271,662.1570436787921,498.3312471555273,209168.4912453863,17.70426625124776,24.216087341308594,85.459,24.1378173828125,156324.6875,2.7456259463741377,33.19604360068627,0.0,16.55,7.15,0.0351618221029639,,12.3,34.65,,0.056099768999999994,37305.0,20.6,0.0,28.9,0.0,0.0
 Alabama,Elmore County,79303.0,80856.5,1051.0,1051.0,18.962631619393274,6.751298963993833,3.28638431632372,2.052276698701007,0.092983548,0.024808249999999997,0.7072255464999999,0.8168636151934336,0.12411802262067789,0.440014543,0.47116727199999997,662.1570436787921,498.3312471555273,308114.93394308904,17.70426625124776,17.214994430541992,85.459,17.902448654174805,144873.8203125,2.7456259463741377,33.19604360068627,0.0,16.55,7.15,0.018417811486870002,,11.65,34.65,,0.049616549999999995,53548.0,14.0,0.0,19.9,0.0,1.0
 Alabama,Escambia County,38319.0,37578.125,1053.0,1053.0,13.371280036501396,7.398326676786555,3.9752517279937627,3.935450427714318,0.1318974085,0.02668375,0.7798174435,1.117914114061775,0.158557578921318,0.6746037789999999,0.48908533,662.1570436787921,498.3312471555273,283448.4095356494,17.70426625124776,30.27256965637207,85.459,25.764982223510742,162629.1640625,2.7456259463741377,33.19604360068627,0.0,16.55,7.15,0.06693378649651995,,15.05,34.65,,0.0528604,36840.0,24.4,1.0,32.0,1.0,0.0
 Alabama,Etowah County,104430.0,103401.375,1055.0,1055.0,23.014947604136218,9.01000120726128,3.0026739294304408,3.612079170747241,0.149595951,0.0193174,0.6809003915,1.0117083883794178,0.1447201371192932,0.7778670615000001,0.536247691,662.1570436787921,498.3312471555273,213422.14161541272,17.70426625124776,18.304347038269043,85.459,22.37849712371826,154745.6328125,2.7456259463741377,33.19604360068627,0.0,16.55,7.15,0.029073324985802153,,14.2,34.65,,0.0724782175,42145.0,19.0,0.0,30.7,0.0,1.0
 Alabama,Fayette County,17241.0,16716.25,1057.0,1057.0,2.450259982383809,1.3420432930656372,4.879818149603267,0.7961257449073633,0.3262122,0.0595589,0.56444786,0.7979887377602257,0.26746279001235956,0.832916922,0.4773792095,662.1570436787921,498.3312471555273,350108.1821992481,17.70426625124776,26.89603900909424,85.459,19.60668182373047,73394.9453125,2.7456259463741377,33.19604360068627,0.0,16.55,7.15,0.060154864564537947,,13.899999999999999,34.65,,0.0,37085.0,20.4,0.0,29.4,0.0,0.0
 Alabama,Franklin County,31704.0,31590.125,1059.0,1059.0,10.625183770962026,3.8822569851616517,3.7262786412063775,2.0673816992437573,0.252780722,0.0315739,0.820353523,1.009299896968717,0.22073389589786524,0.5367565345,0.5524961385,662.1570436787921,498.3312471555273,289345.6334242592,17.70426625124776,23.82066059112549,85.459,31.034320831298828,140617.30859375,2.7456259463741377,33.19604360068627,0.0,16.55,7.15,0.06357841566205019,,13.350000000000001,34.65,,0.0947217415,38535.0,21.1,0.0,32.4,0.0,0.0
 Alabama,Geneva County,26790.0,26602.875,1061.0,1061.0,2.2605271518286765,0.9305483742133239,1.9946042184469044,0.4173808220131941,0.3940960375,0.0,0.544432546,1.0278052732683554,0.24419725686311716,0.3940960375,0.5264356845,662.1570436787921,498.3312471555273,278914.0920800668,17.70426625124776,25.27074432373047,85.459,18.82841396331787,78194.33984375,2.7456259463741377,33.19604360068627,0.0,16.55,7.15,0.0,,13.25,34.65,,0.0,36289.0,22.4,0.0,34.8,1.0,1.0
 Alabama,Greene County,9045.0,8579.0,1063.0,1063.0,34.546743909196294,21.14842672249165,8.172929993227072,12.257140033186264,0.23008463099999998,0.0,1.383278854,1.7447199700069302,0.2301792874932289,0.1178133835,0.1178133835,662.1570436787921,498.3312471555273,129817.7831497716,17.70426625124776,44.57666778564453,85.459,,142513.58984375,2.7456259463741377,33.19604360068627,0.0,16.55,7.15,0.2357611805200576,,19.6,34.65,,0.0,25398.0,37.7,1.0,54.7,1.0,0.0
 Alabama,Hale County,15760.0,15050.0,1065.0,1065.0,6.191802692451624,2.4368880624294325,8.835450142237335,1.6153142099164035,0.230135286,0.0,0.8273542365,0.971129406711008,0.19763344526290888,0.4669936605,0.29748896049999995,662.1570436787921,498.3312471555273,260846.94495880586,17.70426625124776,31.669397354125977,85.459,29.223073959350582,132969.30078125,2.7456259463741377,33.19604360068627,0.0,16.55,7.15,0.066746886819601,,15.55,34.65,,0.0,35470.0,28.5,1.0,38.6,1.0,1.0
 Alabama,Henry County,17302.0,17160.625,1067.0,1067.0,3.444068080657355,1.5704864885445526,4.7430922818072485,0.9197628174572549,0.144832871,0.0,0.7826712575,0.8754962031280535,0.2033964544534683,0.668048098,0.49300551600000003,662.1570436787921,498.3312471555273,130341.10122092842,17.70426625124776,22.025318145751953,85.459,12.450860977172852,71488.658203125,2.7456259463741377,33.19604360068627,0.0,16.55,7.15,0.116479430347681,,16.1,34.65,,0.0287753,42501.0,17.0,0.0,27.5,1.0,1.0
 Alabama,Houston County,101547.0,103903.875,1069.0,1069.0,19.56979374885851,6.807321805009371,2.338025579231453,1.8081904160149236,0.1596681935,0.0290378,0.696988048,1.2399676372405712,0.21287521719932556,1.000807215,0.7309853255000001,662.1570436787921,498.3312471555273,288286.6660887926,17.70426625124776,22.941807746887207,85.459,25.31718921661377,118862.14453125,2.7456259463741377,33.19604360068627,1.0,16.55,7.15,0.0287970937788486,,13.05,34.65,,0.072394932,43568.0,18.3,0.0,29.5,1.0,1.0
 Alabama,Jackson County,53227.0,52464.375,1071.0,1071.0,8.523896957068576,3.678717340443017,3.505602003697125,1.0631989816759078,0.209029802,0.01900275,0.7699246584999999,0.9938557348038964,0.20903766155242914,0.5892939425,0.522259571,662.1570436787921,498.3312471555273,191872.3668650023,17.70426625124776,19.14430332183838,85.459,17.178094387054443,82300.90625,2.7456259463741377,33.19604360068627,0.0,16.55,7.15,0.01910589355975385,,13.4,34.65,,0.01900275,40201.0,18.4,0.0,26.9,0.0,0.0
 Alabama,Jefferson County,658466.0,659324.5,1073.0,1073.0,31.506511077239832,11.846791323993124,2.8014858289439646,5.257638033235522,0.158624152,0.02808165,0.6959965720000001,0.8497622065992757,0.13277026265859598,0.9972010984999999,0.5904907355,662.1570436787921,498.3312471555273,319492.20360203274,17.70426625124776,22.318419456481934,85.459,20.73471736907959,154264.484375,2.7456259463741377,33.19604360068627,1.0,16.55,7.15,0.02502845693379635,,12.5,34.65,,0.10245181249999999,48415.0,18.0,0.0,26.2,1.0,1.0
 Alabama,Lamar County,14564.0,14050.875,1075.0,1075.0,1.1066140814732872,0.5545239081034136,3.6636728371159917,0.3384483432122825,0.2833668545,0.0,0.6025785735,0.9105097185209259,0.2835933417081833,0.390053432,0.6708762475000001,662.1570436787921,498.3312471555273,198236.78542905406,17.70426625124776,23.987754821777344,85.459,16.16413450241089,57098.36328125,2.7456259463741377,33.19604360068627,0.0,16.55,7.15,0.0713032186031341,,13.8,34.65,,0.0,36520.0,24.7,0.0,33.8,0.0,0.0
 Alabama,Lauderdale County,92709.0,92612.625,1077.0,1077.0,14.59393921941559,5.308702346820638,2.77712085653599,1.4527711094052067,0.20549253,0.0270468,0.562350778,0.9387846792391468,0.18912926316261292,0.7516949589999999,0.7462623454999999,662.1570436787921,498.3312471555273,224533.7053387541,17.70426625124776,16.001389980316162,85.459,17.650822639465332,93659.125,2.7456259463741377,33.19604360068627,0.0,16.55,7.15,0.010805411264300301,,13.5,34.65,,0.0811403875,43008.0,17.3,0.0,23.9,0.0,1.0
 Alabama,Lawrence County,34339.0,33410.75,1079.0,1079.0,4.364837122254274,1.8834732202971596,3.4362859081453747,0.9034834163545188,0.133250707,0.02973135,0.6093119965,0.8136890982879637,0.14828946068882942,0.490026556,0.490026556,662.1570436787921,498.3312471555273,242256.36513592614,17.70426625124776,22.624391555786133,85.459,17.18753147125244,117055.23046875,2.7456259463741377,33.19604360068627,0.0,16.55,7.15,0.03006242960691445,,14.25,34.65,,0.0447771,41771.0,18.7,0.0,26.4,0.0,1.0
 Alabama,Lee County,140247.0,155121.875,1081.0,1081.0,28.745960455137542,11.800592003354616,2.521385467199688,2.577611339204034,0.1017120695,0.019843149999999997,0.508659487,0.6100255663626899,0.09878792241215706,0.8272497565,0.664259945,662.1570436787921,498.3312471555273,287981.3488629228,17.70426625124776,14.08550500869751,85.459,12.828588485717773,130010.2578125,2.7456259463741377,33.19604360068627,1.0,16.55,7.15,0.025372051633894402,,9.55,34.65,,0.0497702,46442.0,21.0,0.0,20.7,0.0,1.0
 Alabama,Limestone County,82782.0,90877.875,1083.0,1083.0,11.76395754653786,3.7341076557534914,2.720712687886038,1.7589300255208071,0.1298064555,0.01122685,0.6448479135,0.7134177321075788,0.0956901498138904,0.513646671,0.45306118149999997,662.1570436787921,498.3312471555273,219066.77075754828,17.70426625124776,14.844696044921875,85.459,14.36045503616333,149534.3203125,2.7456259463741377,33.19604360068627,0.0,16.55,7.15,0.0108225746080279,,11.5,34.65,,0.05520451,55060.0,14.3,0.0,18.8,0.0,1.0
 Alabama,Lowndes County,11299.0,10479.875,1085.0,1085.0,35.589726194076334,19.64069750279206,11.593526930198783,6.562970115425207,0.1874939735,0.0,0.7987992525000001,1.4250569364152939,0.27708176523447037,0.093746987,0.1874939735,662.1570436787921,498.3312471555273,121935.05324339622,17.70426625124776,48.13664627075195,85.459,28.588794708251957,80712.203125,2.7456259463741377,33.19604360068627,0.0,16.55,7.15,0.0970126613974571,,20.3,34.65,,0.093746987,31117.0,35.2,1.0,46.7,1.0,1.0
 Alabama,Macon County,21452.0,19648.25,1087.0,1087.0,36.25882912428649,20.425754810013892,10.196099781716498,12.215751279486293,0.222324896,0.0,0.6931911310000001,0.796404783089415,0.19889032095670695,0.49435806000000004,0.1256329785,662.1570436787921,498.3312471555273,388893.4323931624,17.70426625124776,44.23962211608887,85.459,18.078423500061035,91616.84765625,2.7456259463741377,33.19604360068627,0.0,16.55,7.15,0.052083980292081805,,17.299999999999997,34.65,,0.0,29522.0,32.2,1.0,46.1,1.0,0.0
 Alabama,Madison County,334811.0,352084.25,1089.0,1089.0,29.657950085629384,7.785932169200116,1.9167636029226394,2.481195803818909,0.1205116915,0.0343724,0.615242123,0.6961270997921475,0.1161431297659874,0.9090885865,0.663423844,662.1570436787921,498.3312471555273,272157.79310422,17.70426625124776,14.004705429077148,85.459,13.862016677856445,120378.296875,2.7456259463741377,33.19604360068627,1.0,16.55,7.15,0.0182039868086576,1.0,12.25,34.65,,0.152632839,59117.0,13.3,0.0,19.1,0.0,1.0
 Alabama,Marengo County,21027.0,19852.5,1091.0,1091.0,25.472003185680645,13.88401903373051,5.782504697627194,5.514828766198219,0.1979745965,0.049848699999999996,0.974179965,1.216259059618098,0.2733714431524277,0.800419616,0.573970157,662.1570436787921,498.3312471555273,386026.3844180794,17.70426625124776,29.84297275543213,85.459,29.50675106048584,108111.0859375,2.7456259463741377,33.19604360068627,0.0,16.55,7.15,0.12839069217443466,,18.05,34.65,,0.099697401,35389.0,23.3,1.0,34.8,1.0,0.0
 Alabama,Marion County,30776.0,30148.625,1093.0,1093.0,4.008842638166401,1.945324749058734,3.849244208292064,1.530252951657331,0.148009621,0.0660466535,0.6779704445000001,0.756344739054511,0.21430891007184982,0.6926960609999999,0.6282370049999999,662.1570436787921,498.3312471555273,337682.47262505366,17.70426625124776,22.64883327484131,85.459,19.598224639892578,91425.8828125,2.7456259463741377,33.19604360068627,0.0,16.55,7.15,0.06668067350983614,,15.2,34.65,,0.050130339,34977.0,19.8,0.0,30.4,0.0,0.0
 Alabama,Marshall County,93019.0,94781.75,1095.0,1095.0,12.523535840749847,5.874118064632645,3.3400953602820582,1.8663065030448336,0.23289546449999998,0.0317585,0.703494941,0.9971932556665304,0.16398064792156214,0.7936387895,0.677643286,662.1570436787921,498.3312471555273,313147.98274320725,17.70426625124776,21.087773323059082,85.459,33.724074363708496,206226.8515625,2.7456259463741377,33.19604360068627,0.0,16.55,7.15,0.036800455302000004,,12.15,34.65,,0.042344599999999996,40599.0,20.1,0.0,32.7,0.0,0.0
 Alabama,Mobile County,412992.0,414333.75,1097.0,1097.0,26.21627531863014,10.427232037030041,2.1489680937414306,4.729605011798403,0.13888241899999998,0.021732300000000003,0.5771863605,1.1445744111210412,0.131522499024868,0.643612085,0.51199896,662.1570436787921,498.3312471555273,304601.62727226334,17.70426625124776,28.546913146972656,85.459,23.337263107299805,177507.578125,2.7456259463741377,33.19604360068627,1.0,16.55,7.15,0.013284896500408601,,13.899999999999999,34.65,,0.0736619435,42530.0,18.4,0.0,26.9,1.0,1.0
 Alabama,Monroe County,23068.0,21888.375,1099.0,1099.0,27.87558425282588,14.893044438647715,7.90455862216279,3.664380744103972,0.24746991749999997,0.0231782,0.6753719085,1.1911384675037109,0.26957191526889795,0.451080185,0.427901991,662.1570436787921,498.3312471555273,279678.4864385179,17.70426625124776,26.75724697113037,85.459,25.000686645507812,92645.19921875,2.7456259463741377,33.19604360068627,0.0,16.55,7.15,0.09257156774401659,,15.65,34.65,,0.0231782,35163.0,28.6,1.0,35.7,1.0,0.0
 Alabama,Montgomery County,229363.0,227613.25,1101.0,1101.0,28.435374119917185,12.926944449321272,2.8783211972557705,7.223483354069071,0.15134887149999998,0.026323600000000003,0.625338266,0.8950023081335373,0.1161391735076904,0.8626036699999999,0.6121529315,662.1570436787921,498.3312471555273,442565.25228554127,17.70426625124776,30.711225509643555,85.459,25.057783126831055,215763.6953125,2.7456259463741377,33.19604360068627,1.0,16.55,7.15,0.0154094151221215,,13.1,34.65,,0.0855634365,42666.0,22.8,0.0,33.8,1.0,1.0
